Type,Sentence,Grammatical,Critical String,Region Start,Region End
<S_FX>,I know who Brandon texted last year and started to like you recently,False,you,56,59
<S_XX>,I know that Brandon texted Jennifer last year and started to like you recently,True,you,66,69
<S_FG>,I know who Brandon texted last year and started to like lately,True,lately,56,62
<S_XG>,I know that Brandon texted Jennifer last year and started to like lately,False,lately,66,72
<S_FX>,I know who Brandon texted last year and started to like you lately,False,you,56,59
<S_XX>,I know that Brandon texted Jennifer last year and started to like you lately,True,you,66,69
<S_FG>,I know who Brandon yelled at last year and argued with today,True,today,55,60
<S_XG>,I know that Brandon yelled at Jennifer last year and argued with today,False,today,65,70
<S_FX>,I know who Brandon yelled at last year and argued with you today,False,you,55,58
<S_XX>,I know that Brandon yelled at Jennifer last year and argued with you today,True,you,65,68
<S_FG>,I know who Brandon yelled at last year and argued with recently,True,recently,55,63
<S_XG>,I know that Brandon yelled at Jennifer last year and argued with recently,False,recently,65,73
<S_FX>,I know who Brandon yelled at last year and argued with you recently,False,you,55,58
<S_XX>,I know that Brandon yelled at Jennifer last year and argued with you recently,True,you,65,68
<S_FG>,I know who Brandon yelled at last year and argued with lately,True,lately,55,61
<S_XG>,I know that Brandon yelled at Jennifer last year and argued with lately,False,lately,65,71
<S_FX>,I know who Brandon yelled at last year and argued with you lately,False,you,55,58
<S_XX>,I know that Brandon yelled at Jennifer last year and argued with you lately,True,you,65,68
<S_FG>,I know who Brandon yelled at last year and had a fight with today,True,today,60,65
<S_XG>,I know that Brandon yelled at Jennifer last year and had a fight with today,False,today,70,75
<S_FX>,I know who Brandon yelled at last year and had a fight with you today,False,you,60,63
<S_XX>,I know that Brandon yelled at Jennifer last year and had a fight with you today,True,you,70,73
<S_FG>,I know who Brandon yelled at last year and had a fight with recently,True,recently,60,68
<S_XG>,I know that Brandon yelled at Jennifer last year and had a fight with recently,False,recently,70,78
<S_FX>,I know who Brandon yelled at last year and had a fight with you recently,False,you,60,63
<S_XX>,I know that Brandon yelled at Jennifer last year and had a fight with you recently,True,you,70,73
<S_FG>,I know who Brandon yelled at last year and had a fight with lately,True,lately,60,66
<S_XG>,I know that Brandon yelled at Jennifer last year and had a fight with lately,False,lately,70,76
<S_FX>,I know who Brandon yelled at last year and had a fight with you lately,False,you,60,63
<S_XX>,I know that Brandon yelled at Jennifer last year and had a fight with you lately,True,you,70,73
<S_FG>,I know who Brandon yelled at last year and made peace with today,True,today,59,64
<S_XG>,I know that Brandon yelled at Jennifer last year and made peace with today,False,today,69,74
<S_FX>,I know who Brandon yelled at last year and made peace with you today,False,you,59,62
<S_XX>,I know that Brandon yelled at Jennifer last year and made peace with you today,True,you,69,72
<S_FG>,I know who Brandon yelled at last year and made peace with recently,True,recently,59,67
<S_XG>,I know that Brandon yelled at Jennifer last year and made peace with recently,False,recently,69,77
<S_FX>,I know who Brandon yelled at last year and made peace with you recently,False,you,59,62
<S_XX>,I know that Brandon yelled at Jennifer last year and made peace with you recently,True,you,69,72
<S_FG>,I know who Brandon yelled at last year and made peace with lately,True,lately,59,65
<S_XG>,I know that Brandon yelled at Jennifer last year and made peace with lately,False,lately,69,75
<S_FX>,I know who Brandon yelled at last year and made peace with you lately,False,you,59,62
<S_XX>,I know that Brandon yelled at Jennifer last year and made peace with you lately,True,you,69,72
<S_FG>,I know who Brandon yelled at last year and stopped talking to today,True,today,62,67
<S_XG>,I know that Brandon yelled at Jennifer last year and stopped talking to today,False,today,72,77
<S_FX>,I know who Brandon yelled at last year and stopped talking to you today,False,you,62,65
<S_XX>,I know that Brandon yelled at Jennifer last year and stopped talking to you today,True,you,72,75
<S_FG>,I know who Brandon yelled at last year and stopped talking to recently,True,recently,62,70
<S_XG>,I know that Brandon yelled at Jennifer last year and stopped talking to recently,False,recently,72,80
<S_FX>,I know who Brandon yelled at last year and stopped talking to you recently,False,you,62,65
<S_XX>,I know that Brandon yelled at Jennifer last year and stopped talking to you recently,True,you,72,75
<S_FG>,I know who Brandon yelled at last year and stopped talking to lately,True,lately,62,68
<S_XG>,I know that Brandon yelled at Jennifer last year and stopped talking to lately,False,lately,72,78
<S_FX>,I know who Brandon yelled at last year and stopped talking to you lately,False,you,62,65
<S_XX>,I know that Brandon yelled at Jennifer last year and stopped talking to you lately,True,you,72,75
<S_FG>,I know who Brandon yelled at last year and fell in love with today,True,today,61,66
<S_XG>,I know that Brandon yelled at Jennifer last year and fell in love with today,False,today,71,76
<S_FX>,I know who Brandon yelled at last year and fell in love with you today,False,you,61,64
<S_XX>,I know that Brandon yelled at Jennifer last year and fell in love with you today,True,you,71,74
<S_FG>,I know who Brandon yelled at last year and fell in love with recently,True,recently,61,69
<S_XG>,I know that Brandon yelled at Jennifer last year and fell in love with recently,False,recently,71,79
<S_FX>,I know who Brandon yelled at last year and fell in love with you recently,False,you,61,64
<S_XX>,I know that Brandon yelled at Jennifer last year and fell in love with you recently,True,you,71,74
<S_FG>,I know who Brandon yelled at last year and fell in love with lately,True,lately,61,67
<S_XG>,I know that Brandon yelled at Jennifer last year and fell in love with lately,False,lately,71,77
<S_FX>,I know who Brandon yelled at last year and fell in love with you lately,False,you,61,64
<S_XX>,I know that Brandon yelled at Jennifer last year and fell in love with you lately,True,you,71,74
<S_FG>,I know who Brandon yelled at last year and started to like today,True,today,59,64
<S_XG>,I know that Brandon yelled at Jennifer last year and started to like today,False,today,69,74
<S_FX>,I know who Brandon yelled at last year and started to like you today,False,you,59,62
<S_XX>,I know that Brandon yelled at Jennifer last year and started to like you today,True,you,69,72
<S_FG>,I know who Brandon yelled at last year and started to like recently,True,recently,59,67
<S_XG>,I know that Brandon yelled at Jennifer last year and started to like recently,False,recently,69,77
<S_FX>,I know who Brandon yelled at last year and started to like you recently,False,you,59,62
<S_XX>,I know that Brandon yelled at Jennifer last year and started to like you recently,True,you,69,72
<S_FG>,I know who Brandon yelled at last year and started to like lately,True,lately,59,65
<S_XG>,I know that Brandon yelled at Jennifer last year and started to like lately,False,lately,69,75
<S_FX>,I know who Brandon yelled at last year and started to like you lately,False,you,59,62
<S_XX>,I know that Brandon yelled at Jennifer last year and started to like you lately,True,you,69,72
<S_FG>,I know who Brandon humiliated last year and argued with today,True,today,56,61
<S_XG>,I know that Brandon humiliated Jennifer last year and argued with today,False,today,66,71
<S_FX>,I know who Brandon humiliated last year and argued with you today,False,you,56,59
<S_XX>,I know that Brandon humiliated Jennifer last year and argued with you today,True,you,66,69
<S_FG>,I know who Brandon humiliated last year and argued with recently,True,recently,56,64
<S_XG>,I know that Brandon humiliated Jennifer last year and argued with recently,False,recently,66,74
<S_FX>,I know who Brandon humiliated last year and argued with you recently,False,you,56,59
<S_XX>,I know that Brandon humiliated Jennifer last year and argued with you recently,True,you,66,69
<S_FG>,I know who Brandon humiliated last year and argued with lately,True,lately,56,62
<S_XG>,I know that Brandon humiliated Jennifer last year and argued with lately,False,lately,66,72
<S_FX>,I know who Brandon humiliated last year and argued with you lately,False,you,56,59
<S_XX>,I know that Brandon humiliated Jennifer last year and argued with you lately,True,you,66,69
<S_FG>,I know who Brandon humiliated last year and had a fight with today,True,today,61,66
<S_XG>,I know that Brandon humiliated Jennifer last year and had a fight with today,False,today,71,76
<S_FX>,I know who Brandon humiliated last year and had a fight with you today,False,you,61,64
<S_XX>,I know that Brandon humiliated Jennifer last year and had a fight with you today,True,you,71,74
<S_FG>,I know who Brandon humiliated last year and had a fight with recently,True,recently,61,69
<S_XG>,I know that Brandon humiliated Jennifer last year and had a fight with recently,False,recently,71,79
<S_FX>,I know who Brandon humiliated last year and had a fight with you recently,False,you,61,64
<S_XX>,I know that Brandon humiliated Jennifer last year and had a fight with you recently,True,you,71,74
<S_FG>,I know who Brandon humiliated last year and had a fight with lately,True,lately,61,67
<S_XG>,I know that Brandon humiliated Jennifer last year and had a fight with lately,False,lately,71,77
<S_FX>,I know who Brandon humiliated last year and had a fight with you lately,False,you,61,64
<S_XX>,I know that Brandon humiliated Jennifer last year and had a fight with you lately,True,you,71,74
<S_FG>,I know who Brandon humiliated last year and made peace with today,True,today,60,65
<S_XG>,I know that Brandon humiliated Jennifer last year and made peace with today,False,today,70,75
<S_FX>,I know who Brandon humiliated last year and made peace with you today,False,you,60,63
